#   d (cM)	weighted LD	    bin count
     0.474	-0.00001892	     11167403
     0.475	 0.00002973	     11128083
     0.476	-0.00000661	      9238352
     0.477	-0.00000347	      9725597
     0.478	 0.00008709	     13563521
     0.479	 0.00002693	     23163625
     0.480	 0.00010721	     21506876
     0.481	 0.00007272	     11643551
     0.482	 0.00010842	     11633148
     0.483	 0.00000921	     13683117
     0.484	 0.00000032	      8881830
     0.485	-0.00016269	     14587606
     0.486	 0.00003654	     18333107
     0.487	-0.00000788	      9285427
     0.488	-0.00004927	     13166581
     0.489	 0.00000600	      8820314
     0.490	 0.00007443	     10170033
     0.491	 0.00004215	     11400283
     0.492	 0.00001484	      8720977
     0.493	 0.00001568	      8640787
     0.494	 0.00001560	      9002165
     0.495	-0.00003252	     10384684
     0.496	 0.00000462	      9106476
     0.497	-0.00004140	     10166102
     0.498	 0.00001934	      8658978
     0.499	-0.00003064	     10174493
     0.500	 0.00000764	      8789919
     0.501	-0.00002276	      9175863
     0.502	-0.00000494	      9588115
     0.503	 0.00000551	      8734354
     0.504	 0.00000442	      8886892
     0.505	 0.00000099	      8768811
     0.506	 0.00000629	      9043372
     0.507	-0.00000301	      9122830
     0.508	 0.00001703	      9197404
     0.509	-0.00000438	      8975814
     0.510	 0.00000382	      8595863
     0.511	 0.00002260	     10903778
     0.512	 0.00000205	      9740845
     0.513	 0.00000465	      9257673
     0.514	 0.00000592	     10468379
     0.515	 0.00000406	      9215654
     0.516	 0.00000461	      9719137
     0.517	-0.00000282	     10617711
     0.518	-0.00000962	     10716943
     0.519	-0.00000475	     10250503
     0.520	-0.00000413	      9899791
     0.521	-0.00000884	      9892778
     0.522	 0.00000772	     14189873
     0.523	-0.00001973	     10444860
     0.524	-0.00003787	     10057617
     0.525	-0.00006303	     11932797
     0.526	-0.00003268	     13334751
     0.527	-0.00007359	     11507219
     0.528	-0.00002646	      9957041
     0.529	-0.00015106	     13130833
     0.530	-0.00008168	     12909119
     0.531	-0.00004157	     10825649
     0.532	-0.00000450	     13267220
     0.533	 0.00004401	     14341568
     0.534	-0.00000210	     13896378
     0.535	-0.00002607	     13016662
     0.536	-0.00000213	     13982939
     0.537	-0.00004773	     18977824
     0.538	-0.00000449	     16269826
     0.539	-0.00002232	     12364948
     0.540	-0.00001310	      9061958
     0.541	-0.00001278	      8537884
     0.542	-0.00000409	     13241625
     0.543	-0.00002196	      8658185
     0.544	-0.00001347	      9324300
     0.545	-0.00002612	      8485924
     0.546	-0.00003055	      8188224
     0.547	-0.00003453	      7965907
     0.548	-0.00003056	      8356907
     0.549	-0.00003493	      8216517
     0.550	-0.00003730	      8224992
     0.551	-0.00002789	      8998084
     0.552	-0.00001300	      8187155
     0.553	-0.00000947	      8103444
     0.554	-0.00001000	      8725187
     0.555	-0.00000191	      8670667
     0.556	 0.00002776	     11341249
     0.557	-0.00001293	      8275138
     0.558	-0.00000972	      8594561
     0.559	-0.00001227	      9026476
     0.560	-0.00002231	      8555278
     0.561	-0.00002032	      8504964
     0.562	-0.00001763	      9046411
     0.563	-0.00001481	      8287405
     0.564	-0.00000672	      8770594
     0.565	-0.00001067	      8457297
     0.566	-0.00002593	      9606592
     0.567	-0.00000852	      8786200
     0.568	-0.00000776	      9378615
     0.569	-0.00004872	     10198442
     0.570	-0.00002769	     11108478
     0.571	-0.00002151	     10427028
     0.572	-0.00001693	      9871793
     0.573	-0.00000450	      9278648
     0.574	-0.00000712	      9982551
     0.575	-0.00000644	     10707724
     0.576	-0.00012318	     12834597
     0.577	-0.00000428	      9322936
     0.578	 0.00000001	      9828649
     0.579	 0.00005195	     11448647
     0.580	-0.00001053	     13919710
     0.581	 0.00000495	     18545687
     0.582	-0.00004011	     18107415
     0.583	 0.00000334	      9840863
     0.584	-0.00011475	     14287584
     0.585	-0.00000716	     13498850
     0.586	 0.00014146	     35072499
     0.587	 0.00008436	     16866786
     0.588	 0.00009801	     20725656
     0.589	 0.00001207	     11622347
     0.590	-0.00000547	      9876757
     0.591	-0.00000463	      9724596
     0.592	-0.00003919	     11084330
     0.593	-0.00000887	      9768576
     0.594	-0.00012206	     10863403
     0.595	-0.00009642	     10892067
     0.596	 0.00010146	     14428296
     0.597	 0.00004583	     11735458
     0.598	 0.00002380	     10370155
     0.599	-0.00001151	      9683684
     0.600	-0.00001042	      9872383
     0.601	 0.00018339	     22391955
     0.602	-0.00000124	     11745650
     0.603	 0.00000699	     21145826
     0.604	 0.00002093	     13320938
     0.605	 0.00003557	     15972263
     0.606	-0.00000394	     10350804
     0.607	 0.00002244	     12085864
     0.608	-0.00000471	     10629615
     0.609	-0.00004111	     11223443
     0.610	-0.00005110	      9899942
     0.611	-0.00000781	      9364165
     0.612	-0.00000390	     10459479
     0.613	 0.00000270	      9329145
     0.614	 0.00000662	      9112140
     0.615	 0.00005190	     12417282
     0.616	-0.00000843	      8878182
     0.617	-0.00000681	      9063062
     0.618	-0.00000908	      8968807
     0.619	-0.00004595	      9001063
     0.620	-0.00000752	      9834864
     0.621	-0.00000258	      9385913
     0.622	 0.00000496	      9224149
     0.623	 0.00004097	     12617016
     0.624	-0.00000628	      9852432
     0.625	-0.00004074	     11334563
     0.626	-0.00000897	     10326399
     0.627	-0.00000279	     10196743
     0.628	 0.00000097	      9572217
     0.629	 0.00000232	     11480004
     0.630	-0.00000265	     13642799
     0.631	-0.00006368	     14850774
     0.632	 0.00005027	     10713966
     0.633	 0.00000485	     11641899
     0.634	-0.00000713	     10079778
     0.635	 0.00000125	      9485714
     0.636	-0.00000258	      9340859
     0.637	-0.00000027	      9854345
