#   d (cM)	weighted LD	    bin count
     0.669	-0.00005284	       132802
     0.670	-0.00004118	       138109
     0.671	 0.00002130	       132518
     0.672	 0.00024703	       142034
     0.673	 0.00001123	       129687
     0.674	 0.00005391	       136036
     0.675	-0.00003054	       142418
     0.676	 0.00003856	       141901
     0.677	-0.00002473	       138795
     0.678	-0.00003693	       131912
     0.679	-0.00002936	       132661
     0.680	-0.00002170	       130242
     0.681	-0.00005593	       141087
     0.682	-0.00000778	       134121
     0.683	 0.00002861	       132328
     0.684	 0.00016432	       132805
     0.685	 0.00001964	       128612
     0.686	-0.00010376	       132257
     0.687	-0.00001048	       132993
     0.688	 0.00002047	       137428
     0.689	-0.00000619	       135776
     0.690	 0.00002554	       137543
     0.691	-0.00002877	       135736
     0.692	-0.00018785	       139512
     0.693	-0.00006677	       135783
     0.694	-0.00002181	       129873
     0.695	 0.00004794	       138134
     0.696	-0.00009027	       142128
     0.697	 0.00002616	       132186
     0.698	-0.00003103	       135735
     0.699	 0.00000663	       131650
     0.700	-0.00000317	       137867
     0.701	-0.00006029	       134345
     0.702	-0.00007486	       134008
     0.703	 0.00004453	       139350
     0.704	-0.00001376	       136171
     0.705	 0.00008244	       133846
     0.706	-0.00000618	       136081
     0.707	 0.00002359	       138079
     0.708	 0.00025886	       136108
     0.709	-0.00000590	       131297
     0.710	 0.00017829	       139472
     0.711	 0.00002402	       137224
     0.712	 0.00005878	       142215
     0.713	 0.00003464	       142652
     0.714	 0.00006836	       140572
     0.715	-0.00000200	       130169
     0.716	 0.00003806	       139766
     0.717	-0.00009572	       135042
     0.718	 0.00007971	       133531
     0.719	-0.00006993	       134500
     0.720	-0.00005136	       141192
     0.721	-0.00000803	       137483
     0.722	-0.00009550	       129465
     0.723	-0.00031624	       133672
     0.724	-0.00011186	       131222
     0.725	-0.00008406	       133878
     0.726	-0.00011301	       132421
     0.727	-0.00022666	       132853
     0.728	-0.00006719	       141723
     0.729	 0.00012142	       137665
     0.730	 0.00002451	       133837
     0.731	 0.00000144	       134891
     0.732	-0.00003535	       143396
     0.733	 0.00005870	       134980
     0.734	-0.00016865	       136642
     0.735	-0.00009528	       129830
     0.736	-0.00000630	       134855
     0.737	 0.00000331	       135915
     0.738	-0.00015648	       134751
     0.739	-0.00006428	       133562
     0.740	-0.00011336	       142171
     0.741	-0.00004073	       137928
     0.742	 0.00001687	       141175
     0.743	-0.00003505	       132863
     0.744	-0.00006650	       138017
     0.745	-0.00024511	       136463
     0.746	-0.00003030	       129821
     0.747	-0.00003114	       134483
     0.748	-0.00001613	       135127
     0.749	-0.00013318	       134646
     0.750	-0.00006107	       162415
     0.751	 0.00000994	       132657
     0.752	-0.00007577	       130694
     0.753	-0.00018245	       132470
     0.754	-0.00003289	       142514
     0.755	-0.00015394	       134782
     0.756	-0.00007772	       131722
     0.757	-0.00009243	       137476
     0.758	-0.00005431	       138304
     0.759	-0.00006623	       140008
     0.760	 0.00002096	       131211
     0.761	-0.00003961	       135129
     0.762	-0.00013822	       131914
     0.763	-0.00000034	       137676
     0.764	-0.00000870	       134265
     0.765	-0.00001695	       132117
     0.766	-0.00009041	       130960
     0.767	-0.00008061	       129770
     0.768	-0.00003781	       126889
     0.769	-0.00006141	       131137
     0.770	-0.00006103	       126840
     0.771	-0.00000181	       140123
     0.772	-0.00009076	       133258
     0.773	-0.00003376	       130585
     0.774	 0.00002219	       134874
     0.775	 0.00004094	       127993
     0.776	-0.00006238	       131051
     0.777	-0.00006643	       133810
     0.778	-0.00000681	       128467
     0.779	 0.00003121	       133895
     0.780	-0.00002481	       131901
     0.781	 0.00012294	       126851
     0.782	 0.00004278	       135764
     0.783	-0.00003188	       133838
     0.784	 0.00008494	       135334
     0.785	-0.00007054	       137452
     0.786	-0.00004075	       132208
     0.787	-0.00005190	       137266
     0.788	-0.00004286	       131186
     0.789	-0.00002800	       137642
     0.790	-0.00004937	       135362
     0.791	 0.00003348	       137978
     0.792	 0.00006842	       133896
